text,term_true,cat_true,pol_true,analysis
latest 8th generation core i5 cpu,['CPU'],['GENERAL'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'CPU', 'segment': 'latest 8th generation core i5 cpu', 'sentiment': 'positive'}]"
keyboard has flex,['KEYBOARD'],['DESIGN_FEATURES'],['1'],"[{'category': 'Design_Features', 'aspect': 'Keyboard', 'segment': 'keyboard has flex', 'sentiment': 'negative'}, {'category': 'Design_Features', 'aspect': 'Keyboard', 'segment': 'but i can live with it', 'sentiment': 'positive'}]"
no backlight at keyboard,"['KEYBOARD', 'KEYBOARD']","['DESIGN_FEATURES', 'DESIGN_FEATURES']","['0', '0']","[{'category': 'Design_Features', 'aspect': 'Keyboard', 'segment': 'no backlight at keyboard', 'sentiment': 'negative'}, {'category': 'Design_Features', 'aspect': 'Keyboard', 'segment': 'which makes it difficult to use in low light conditions', 'sentiment': 'negative'}]"
key presses are too stiff to press .,['KEYBOARD'],['USABILITY'],['0'],"[{'category': 'Design_Features', 'aspect': 'Keyboard', 'segment': 'key presses are too stiff to press', 'sentiment': 'negative'}]"
hdd makes this laptop very slow .,"['HARD_DISC', 'LAPTOP']","['DESIGN_FEATURES', 'DESIGN_FEATURES']","['0', '0']","[{'category': 'Operation_Performance', 'aspect': 'Hard_Disc', 'segment': 'hdd makes this laptop very slow', 'sentiment': 'negative'}]"
but asus engineers designed the case and laptop not to be opened by users .,"['LAPTOP', 'LAPTOP']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['0', '0']","[{'category': 'Design_Features', 'aspect': 'Case', 'segment': 'asus engineers designed the case and laptop not to be opened by users', 'sentiment': 'negative'}]"
there is no backlight and keys are too stiff .,"['KEYBOARD', 'KEYBOARD']","['DESIGN_FEATURES', 'DESIGN_FEATURES']","['0', '0']","[{'category': 'Design_Features', 'aspect': 'Keyboard', 'segment': 'there is no backlight', 'sentiment': 'negative'}, {'category': 'Design_Features', 'aspect': 'Keyboard', 'segment': 'keys are too stiff', 'sentiment': 'negative'}]"
i believe it is not healthy to use this keyboard for a long time .,['KEYBOARD'],['MISCELLANEOUS'],['0'],"[{'category': 'Health', 'aspect': 'Keyboard', 'segment': 'i believe it is not healthy to use this keyboard for a long time', 'sentiment': 'negative'}]"
linux is mostly compatible with this laptop except fingerprint reader .,['HARDWARE'],['GENERAL'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'OS', 'segment': 'linux is mostly compatible with this laptop', 'sentiment': 'positive'}, {'category': 'Operation_Performance', 'aspect': 'OS', 'segment': 'except fingerprint reader', 'sentiment': 'negative'}]"
video converting process with same video file took only 25 minutes with asus vivobook f510ua .,['LAPTOP'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'Video_Processing', 'segment': 'video converting process with same video file took only 25 minutes', 'sentiment': 'positive'}]"
3 ) you can hear the screen creak .,['DISPLAY'],['QUALITY'],['0'],"[{'category': 'Quality', 'aspect': 'Screen', 'segment': 'you can hear the screen creak', 'sentiment': 'negative'}]"
it doesn ' t support a hardwire connection .,['LAPTOP'],['CONNECTIVITY'],['1'],"[{'category': 'Connectivity', 'aspect': 'Ports', 'segment': ""it doesn ' t support a hardwire connection"", 'sentiment': 'negative'}]"
i have installed no software on it yet it updates something every day and wants to reboot .,['LAPTOP'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Software', 'segment': 'i have installed no software on it yet it updates something every day', 'sentiment': 'negative'}]"
it just locked up again .,['LAPTOP'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Laptop', 'segment': 'it just locked up again', 'sentiment': 'negative'}]"
did i mention it sounds like a lawn mower ?,['HARD_DISC'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Quality', 'aspect': 'Sound', 'segment': 'did i mention it sounds like a lawn mower ?', 'sentiment': 'negative'}]"
"i will say i do enjoy the screen quality , the wifi is fast on this laptop .",['PORTS'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Design_Features', 'aspect': 'Display', 'segment': 'i do enjoy the screen quality', 'sentiment': 'positive'}, {'category': 'Connectivity', 'aspect': 'WiFi', 'segment': 'the wifi is fast on this laptop', 'sentiment': 'positive'}]"
"in all , stay away .",['LAPTOP'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Laptop', 'segment': 'in all , stay away', 'sentiment': 'negative'}]"
 keyboard is comfortable to use,['KEYBOARD'],['USABILITY'],['2'],"[{'category': 'Usability', 'aspect': 'Keyboard', 'segment': 'keyboard is comfortable to use', 'sentiment': 'positive'}]"
- finger doesn ' t side smoothly along track pad .,['HARDWARE'],['USABILITY'],['0'],"[{'category': 'Design_Features', 'aspect': 'Trackpad', 'segment': ""finger doesn ' t slide smoothly along track pad"", 'sentiment': 'negative'}]"
horrible laptop !,['LAPTOP'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Laptop', 'segment': 'horrible laptop', 'sentiment': 'negative'}]"
i had to spend over $ 160 to return it .,['LAPTOP'],['GENERAL'],['0'],"[{'category': 'Quality', 'aspect': 'Shipping', 'segment': 'i had to spend over $ 160 to return it', 'sentiment': 'negative'}]"
i will never buy an other asus product .,['COMPANY'],['GENERAL'],['0'],"[{'category': 'Quality', 'aspect': 'Company', 'segment': 'i will never buy an other asus product', 'sentiment': 'negative'}]"
"it just crashed , dead .","['LAPTOP', 'LAPTOP']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['0', '0']","[{'category': 'Operation_Performance', 'aspect': 'Laptop', 'segment': 'it just crashed , dead', 'sentiment': 'negative'}]"
"- the screen looks pretty good , except when viewing anything dark .",['DISPLAY'],['GENERAL'],['2'],"[{'category': 'Design_Features', 'aspect': 'Display', 'segment': 'the screen looks pretty good', 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Display', 'segment': 'except when viewing anything dark', 'sentiment': 'negative'}]"
- the keyboard is awful .,['KEYBOARD'],['GENERAL'],['0'],"[{'category': 'Design_Features', 'aspect': 'Keyboard', 'segment': 'the keyboard is awful', 'sentiment': 'negative'}, {'category': 'Design_Features', 'aspect': 'Keyboard', 'segment': 'it feels like typing on a cheap keyboard from the 90s', 'sentiment': 'negative'}]"
"when i asked asus for a replacement key , they said i ' d have to ship it back to them , which would have left me without a computer for 2 weeks .",['SUPPORT'],['GENERAL'],['1'],"[{'category': 'Quality', 'aspect': 'Support', 'segment': 'i asked asus for a replacement key', 'sentiment': 'neutral'}, {'category': 'Quality', 'aspect': 'Support', 'segment': ""they said i ' d have to ship it back to them"", 'sentiment': 'negative'}, {'category': 'Quality', 'aspect': 'Support', 'segment': 'which would have left me without a computer for 2 weeks', 'sentiment': 'negative'}]"
don ' t buy it .,['LAPTOP'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Laptop', 'segment': ""don ' t buy it"", 'sentiment': 'negative'}]"
after my 3rd boot up it ' s damaged .,['OS'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Laptop', 'segment': ""after my 3rd boot up it ' s damaged"", 'sentiment': 'negative'}]"
"after a month of use , disk ( c : ) runs at 100 % all the time .",['HARD_DISC'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Hard_Disc', 'segment': 'disk ( c : ) runs at 100 % all the time', 'sentiment': 'negative'}]"
everything else is very good and i am satisfied,"['LAPTOP', 'LAPTOP']","['GENERAL', 'GENERAL']","['2', '2']","[{'category': 'General', 'aspect': 'Laptop', 'segment': 'everything else is very good', 'sentiment': 'positive'}, {'category': 'General', 'aspect': 'Laptop', 'segment': 'i am satisfied with my purchase', 'sentiment': 'positive'}]"
"do not buy this computer if your plan is to multitask , play an occasional game and / or play music while searching the web .",['LAPTOP'],['GENERAL'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'CPU', 'segment': 'do not buy this computer if your plan is to multitask', 'sentiment': 'negative'}, {'category': 'Operation_Performance', 'aspect': 'CPU', 'segment': 'play an occasional game and / or play music while searching the web', 'sentiment': 'negative'}]"
"this is first impression , 1st day using it",['LAPTOP'],['GENERAL'],['1'],"[{'category': 'General', 'aspect': 'Laptop', 'segment': 'this is first impression , 1st day using it', 'sentiment': 'positive'}]"
overall good laptop .,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Laptop', 'segment': 'overall good laptop', 'sentiment': 'positive'}]"
the fingerprint scanner is half jotted and barely works .,['HARDWARE'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Design_Features', 'aspect': 'Fingerprint_Scanner', 'segment': 'the fingerprint scanner is half jotted', 'sentiment': 'negative'}, {'category': 'Design_Features', 'aspect': 'Fingerprint_Scanner', 'segment': 'barely works', 'sentiment': 'negative'}]"
one day of use and the screen turns itself off and logs you out whenever it feels to do so .,['DISPLAY'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Screen', 'segment': 'the screen turns itself off and logs you out whenever it feels to do so', 'sentiment': 'negative'}]"
finger print scanner not working whatsoever .,['HARDWARE'],['QUALITY'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Fingerprint_Scanner', 'segment': 'finger print scanner not working whatsoever', 'sentiment': 'negative'}]"
"with all the great spec hardware in this laptop , why would you put a 5400rpm hard drive in this unit ?","['HARDWARE', 'HARDWARE', 'HARD_DISC']","['GENERAL', 'GENERAL', 'GENERAL']","['2', '2', '0']","[{'category': 'Operation_Performance', 'aspect': 'Hard_Disc', 'segment': '5400rpm hard drive', 'sentiment': 'negative'}]"
"poor touch pad , it get stuck .","['HARDWARE', 'HARDWARE']","['GENERAL', 'GENERAL']","['0', '0']","[{'category': 'Operation_Performance', 'aspect': 'Touchpad', 'segment': 'poor touch pad', 'sentiment': 'negative'}, {'category': 'Operation_Performance', 'aspect': 'Touchpad', 'segment': 'it get stuck', 'sentiment': 'negative'}]"
- the physical case is solid and of a production quality you ' d expect in machine 3 - 5x the price of this machine,['LAPTOP'],['QUALITY'],['2'],"[{'category': 'Design_Features', 'aspect': 'Construction', 'segment': 'the physical case is solid', 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Construction', 'segment': ""of a production quality you ' d expect in machine 3 - 5x the price of this machine"", 'sentiment': 'positive'}]"
" user interfaces that are tight , responsive","['OS', 'OS']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['2', '2']","[{'category': 'Usability', 'aspect': 'UI', 'segment': 'user interfaces that are tight , responsive , and intuitive', 'sentiment': 'positive'}]"
"all and all , it ' s a light weight , but very robust development stack , that also has the added convenience of cloud9 ' s collaboration features wherein multiple developers can be writing code in even the same file simultaneously .","['OS', 'OS']","['OPERATION_PERFORMANCE', 'DESIGN_FEATURES']","['2', '2']","[{'category': 'Operation_Performance', 'aspect': 'Development_Stack', 'segment': 'light weight', 'sentiment': 'positive'}, {'category': 'Operation_Performance', 'aspect': 'Development_Stack', 'segment': 'very robust', 'sentiment': 'positive'}, {'category': 'Operation_Performance', 'aspect': 'Development_Stack', 'segment': ""convenience of cloud9 ' s collaboration features"", 'sentiment': 'positive'}]"
"thus far , i ' ve loaded a number of games , my password vault , several productivity apps , skype , spotify and some network scanning android apps and they ' ve all worked very well .","['SOFTWARE', 'SOFTWARE']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['2', '2']","[{'category': 'Operation_Performance', 'aspect': 'Software', 'segment': ""i ' ve loaded a number of games , my password vault , several productivity apps , skype , spotify and some network scanning android apps and they ' ve all worked very well"", 'sentiment': 'positive'}]"
"mouse and trackpad settings are very minimalist , there ' s no way to modify short - cut keys , and the power management options are pretty minimal , too .","['SOFTWARE', 'SOFTWARE', 'SOFTWARE']","['DESIGN_FEATURES', 'DESIGN_FEATURES', 'DESIGN_FEATURES']","['0', '0', '0']","[{'category': 'Usability', 'aspect': 'OS', 'segment': 'mouse and trackpad settings are very minimalist', 'sentiment': 'negative'}, {'category': 'Usability', 'aspect': 'OS', 'segment': ""there ' s no way to modify short - cut keys"", 'sentiment': 'negative'}, {'category': 'Usability', 'aspect': 'OS', 'segment': 'the power management options are pretty minimal , too', 'sentiment': 'negative'}]"
and the google play store is chock - full of great apps and games .,"['SOFTWARE', 'SOFTWARE']","['DESIGN_FEATURES', 'DESIGN_FEATURES']","['2', '2']","[{'category': 'Usability', 'aspect': 'OS', 'segment': 'the google play store is chock - full of great apps and games', 'sentiment': 'positive'}]"
it ' s really seamless and smooth to move back and forth and makes experimenting with different linux configs and environments effortless .,"['OS', 'OS', 'OS', 'OS', 'OS', 'OS']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['2', '2', '2', '2', '2', '2']","[{'category': 'Usability', 'aspect': 'OS', 'segment': ""it ' s really seamless and smooth to move back and forth"", 'sentiment': 'positive'}, {'category': 'Usability', 'aspect': 'OS', 'segment': 'makes experimenting with different linux configs and environments effortless', 'sentiment': 'positive'}]"
"you won ' t be disappointed with this great little machine how ever you end up using it , and that versatility is what really makes this machine such a fun and valuable computer .","['LAPTOP', 'LAPTOP', 'LAPTOP', 'LAPTOP', 'LAPTOP', 'LAPTOP']","['GENERAL', 'GENERAL', 'GENERAL', 'GENERAL', 'GENERAL', 'GENERAL']","['2', '2', '2', '2', '2', '2']","[{'category': 'General', 'aspect': 'Laptop', 'segment': ""you won ' t be disappointed with this great little machine"", 'sentiment': 'positive'}, {'category': 'General', 'aspect': 'Laptop', 'segment': 'versatility is what really makes this machine such a fun and valuable computer', 'sentiment': 'positive'}]"
"for ~ $ 15 you can get a nice , fitted anti - glare screen protector that reduces the fingerprint / glare problems and gives you some piece of mind about protecting that gorgeous screen .","['DISPLAY', 'DISPLAY', 'DISPLAY']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE', 'GENERAL']","['2', '2', '2']","[{'category': 'Accessories', 'aspect': 'Screen_Protector', 'segment': 'a nice , fitted anti - glare screen protector', 'sentiment': 'positive'}, {'category': 'Accessories', 'aspect': 'Screen_Protector', 'segment': 'reduces the fingerprint / glare problems', 'sentiment': 'positive'}, {'category': 'Accessories', 'aspect': 'Screen_Protector', 'segment': 'gives you some piece of mind about protecting that gorgeous screen', 'sentiment': 'positive'}]"
i saw this c302 was announced at ces and was immediately drawn to it since it has the intel core m3 processor .,"['LAPTOP', 'CPU']","['GENERAL', 'GENERAL']","['2', '2']","[{'category': 'Design_Features', 'aspect': 'Processor', 'segment': 'intel core m3 processor', 'sentiment': 'positive'}]"
"apps like microsoft word , excel , etc run wonderfully .","['SOFTWARE', 'SOFTWARE', 'SOFTWARE']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['2', '2', '2']","[{'category': 'Operation_Performance', 'aspect': 'Software', 'segment': 'apps like microsoft word , excel , etc run wonderfully', 'sentiment': 'positive'}]"
"for instance , the android youtube app doesn ' t work well at all because it ' s very inconvenient to get videos into full - screen mode .","['SOFTWARE', 'SOFTWARE']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['0', '0']","[{'category': 'Operation_Performance', 'aspect': 'Software', 'segment': ""the android youtube app doesn ' t work well at all"", 'sentiment': 'negative'}, {'category': 'Operation_Performance', 'aspect': 'Software', 'segment': ""it ' s very inconvenient to get videos into full - screen mode"", 'sentiment': 'negative'}]"
it seems pretty fast .,['LAPTOP'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'CPU', 'segment': 'it seems pretty fast', 'sentiment': 'positive'}]"
so i ' m very happy and relieved to see it working excellently on the c302 .,"['LAPTOP', 'LAPTOP']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['2', '2']","[{'category': 'General', 'aspect': 'Laptop', 'segment': ""i ' m very happy and relieved to see it working excellently"", 'sentiment': 'positive'}]"
this is easily the best overall chromebook out there right now ( under $ 500 ) .,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Chromebook', 'segment': 'this is easily the best overall chromebook out there right now ( under $ 500 )', 'sentiment': 'positive'}]"
* battery * - battery life is great .,"['BATTERY', 'BATTERY']","['GENERAL', 'GENERAL']","['2', '2']","[{'category': 'Operation_Performance', 'aspect': 'Battery', 'segment': 'battery life is great', 'sentiment': 'positive'}]"
the backlight works great and i had no problems using it in the dark .,['KEYBOARD'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Design_Features', 'aspect': 'Keyboard', 'segment': 'the backlight works great', 'sentiment': 'positive'}]"
it ' s a nice smooth surface so no tension when gliding across it .,"['LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'DESIGN_FEATURES']","['2', '2']","[{'category': 'Design_Features', 'aspect': 'Touchpad', 'segment': ""it ' s a nice smooth surface"", 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Touchpad', 'segment': 'no tension when gliding across it', 'sentiment': 'positive'}]"
multi - touch input works great .,['KEYBOARD'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Design_Features', 'aspect': 'Touchscreen', 'segment': 'multi - touch input works great', 'sentiment': 'positive'}]"
* build quality * - i ' m really pleased with the overall quality .,"['LAPTOP', 'LAPTOP']","['QUALITY', 'QUALITY']","['2', '2']","[{'category': 'Quality', 'aspect': 'Laptop', 'segment': ""i ' m really pleased with the overall quality"", 'sentiment': 'positive'}]"
it ' s light enough to carry pretty much every where .,['LAPTOP'],['PORTABILITY'],['2'],"[{'category': 'Portability', 'aspect': 'Laptop', 'segment': ""it ' s light enough to carry pretty much every where"", 'sentiment': 'positive'}]"
"it starts up , runs without issues .",['OS'],['OPERATION_PERFORMANCE'],['1'],"[{'category': 'Operation_Performance', 'aspect': 'Startup', 'segment': 'it starts up', 'sentiment': 'positive'}, {'category': 'Operation_Performance', 'aspect': 'Startup', 'segment': 'runs without issues', 'sentiment': 'positive'}]"
even the speakers are way better than i expected from a 2 in 1 at this price point .,['MULTIMEDIA_DEVICES'],['GENERAL'],['2'],"[{'category': 'Quality', 'aspect': 'Multimedia_Devices', 'segment': 'even the speakers are way better', 'sentiment': 'positive'}]"
"this is finally the chromebook i ' ve been waiting for , that is not a $ 1300 pixel .",['LAPTOP'],['GENERAL'],['2'],"[{'category': 'Value', 'aspect': 'Chromebook', 'segment': 'not a $ 1300 pixel', 'sentiment': 'positive'}]"
 the screen has great contrast and is glossy and sharp,"['DISPLAY', 'DISPLAY', 'DISPLAY']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['2', '2', '2']","[{'category': 'Design_Features', 'aspect': 'Display', 'segment': 'the screen has great contrast', 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Display', 'segment': 'is glossy and sharp', 'sentiment': 'positive'}]"
- this may be a personal preference but i did wish the screen was a tad bit brighter .,['DISPLAY'],['DESIGN_FEATURES'],['0'],"[{'category': 'Design_Features', 'aspect': 'Display', 'segment': 'the screen was a tad bit brighter', 'sentiment': 'negative'}]"
overall great chromebook .,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Chromebook', 'segment': 'overall great chromebook', 'sentiment': 'positive'}]"
this is a spectacular chromebook .,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Chromebook', 'segment': 'this is a spectacular chromebook', 'sentiment': 'positive'}]"
"it ' s faster , the screen is much nicer , and it has twice the memory and four times the drive space .","['LAPTOP', 'DISPLAY', 'MEMORY', 'HARD_DISC']","['OPERATION_PERFORMANCE', 'DESIGN_FEATURES', 'DESIGN_FEATURES', 'DESIGN_FEATURES']","['2', '2', '2', '2']","[{'category': 'Operation_Performance', 'aspect': 'CPU', 'segment': ""it ' s faster"", 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Display', 'segment': 'the screen is much nicer', 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Memory', 'segment': 'it has twice the memory', 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Hard_Disc', 'segment': 'four times the drive space', 'sentiment': 'positive'}]"
"the core m3 processor allows the c302 to be fanless , as well , adding to the sleek design .",['LAPTOP'],['DESIGN_FEATURES'],['2'],"[{'category': 'Design_Features', 'aspect': 'Processor', 'segment': 'the core m3 processor allows the c302 to be fanless', 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Processor', 'segment': 'adding to the sleek design', 'sentiment': 'positive'}]"
"it ' s a real timesaver , honestly .",['DISPLAY'],['USABILITY'],['2'],"[{'category': 'Usability', 'aspect': 'OS', 'segment': ""it ' s a real timesaver"", 'sentiment': 'positive'}]"
i find the display sharp and touch responsive to be quite excellent .,"['DISPLAY', 'KEYBOARD', 'KEYBOARD']","['DESIGN_FEATURES', 'OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['2', '2', '2']","[{'category': 'Design_Features', 'aspect': 'Display', 'segment': 'i find the display sharp', 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Touchscreen', 'segment': 'touch responsive to be quite excellent', 'sentiment': 'positive'}]"
at the end of the day i think it is worth the extra cost if you are looking for a premium product feel .,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'Value', 'aspect': 'Laptop', 'segment': 'i think it is worth the extra cost', 'sentiment': 'positive'}, {'category': 'Value', 'aspect': 'Laptop', 'segment': 'if you are looking for a premium product feel', 'sentiment': 'positive'}]"
"- nice , bright screen ( touchscreen , too ! )","['DISPLAY', 'DISPLAY', 'DISPLAY', 'DISPLAY']","['DESIGN_FEATURES', 'DESIGN_FEATURES', 'DESIGN_FEATURES', 'DESIGN_FEATURES']","['2', '2', '2', '2']","[{'category': 'Design_Features', 'aspect': 'Display', 'segment': 'nice , bright screen ( touchscreen , too ! )', 'sentiment': 'positive'}, {'category': 'Quality', 'aspect': 'Multimedia_Devices', 'segment': 'the speakers are on the bottom of the computer , so the sound is a little muffled', 'sentiment': 'negative'}, {'category': 'Quality', 'aspect': 'Multimedia_Devices', 'segment': ""the webcam is on the bottom of the screen , so it ' s pointing up your nose"", 'sentiment': 'negative'}]"
battery doesn ' t last nearly as long as advertised .,['BATTERY'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Battery', 'segment': ""battery doesn ' t last nearly as long as advertised"", 'sentiment': 'negative'}]"
this is a very cleverly designed and fast machine .,"['LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'OPERATION_PERFORMANCE']","['2', '2']","[{'category': 'Design_Features', 'aspect': 'Laptop', 'segment': 'very cleverly designed', 'sentiment': 'positive'}, {'category': 'Operation_Performance', 'aspect': 'CPU', 'segment': 'fast machine', 'sentiment': 'positive'}]"
operational speed - - likely the fastest laptop i have ever used ( for basic functions ) .,['LAPTOP'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'CPU', 'segment': 'likely the fastest laptop i have ever used', 'sentiment': 'positive'}]"
edit 2 : 8 months in and everything is working great .,['LAPTOP'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'Laptop', 'segment': 'everything is working great', 'sentiment': 'positive'}]"
- trackpad isn ' t the best .,['HARDWARE'],['OPERATION_PERFORMANCE'],['1'],"[{'category': 'Design_Features', 'aspect': 'Trackpad', 'segment': ""trackpad isn ' t the best"", 'sentiment': 'negative'}]"
"- the touch screen isn ' t as accurate as i wish , for cases like tapping tiny things around the edges .",['DISPLAY'],['GENERAL'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Touchscreen', 'segment': ""the touch screen isn ' t as accurate"", 'sentiment': 'negative'}]"
- the screen size is an awkward 16 : 9 and provides a 1920x1080 resolution ( although the default is set to 1536x864 ) .,['DISPLAY'],['DESIGN_FEATURES'],['0'],"[{'category': 'Design_Features', 'aspect': 'Display', 'segment': 'the screen size is an awkward 16 : 9', 'sentiment': 'negative'}, {'category': 'Design_Features', 'aspect': 'Display', 'segment': 'provides a 1920x1080 resolution', 'sentiment': 'positive'}]"
"for 99 % of the people looking at chromebooks right now for personal use , this asus is probably the best choice in the market .",['LAPTOP'],['GENERAL'],['2'],"[{'category': 'Recommendation', 'aspect': 'Chromebook', 'segment': 'for 99 % of the people looking at chromebooks right now for personal use , this asus is probably the best choice in the market', 'sentiment': 'positive'}]"
"overall , i am extremely impressed with this chromebook and would highly recommend this to others .","['LAPTOP', 'LAPTOP']","['GENERAL', 'GENERAL']","['2', '2']","[{'category': 'General', 'aspect': 'Chromebook', 'segment': 'i am extremely impressed with this chromebook', 'sentiment': 'positive'}, {'category': 'General', 'aspect': 'Chromebook', 'segment': 'would highly recommend this to others', 'sentiment': 'positive'}]"
it works well as a tablet .,['LAPTOP'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Usability', 'aspect': 'Tablet', 'segment': 'it works well as a tablet', 'sentiment': 'positive'}]"
it works great as a laptop and for the things i do which tend to be web based .,['LAPTOP'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'Laptop', 'segment': 'it works great as a laptop', 'sentiment': 'positive'}, {'category': 'Operation_Performance', 'aspect': 'Laptop', 'segment': 'for the things i do which tend to be web based', 'sentiment': 'positive'}]"
"nevertheless , i did have my own nitpicking issues with it but for the $ 250 price tag it launched with , it was well worth it .",['LAPTOP'],['PRICE'],['2'],"[{'category': 'Price', 'aspect': 'Laptop', 'segment': '$ 250 price tag', 'sentiment': 'positive'}, {'category': 'Price', 'aspect': 'Laptop', 'segment': 'it was well worth it', 'sentiment': 'positive'}]"
"i found the display to be very vibrant , with excellent pixel density .","['DISPLAY', 'DISPLAY']","['DESIGN_FEATURES', 'DESIGN_FEATURES']","['2', '2']","[{'category': 'Design_Features', 'aspect': 'Display', 'segment': 'i found the display to be very vibrant', 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Display', 'segment': 'with excellent pixel density', 'sentiment': 'positive'}]"
i like the dispersion of ports and feel it helps with the ergonomics of your daily usage .,['PORTS'],['USABILITY'],['2'],"[{'category': 'Design_Features', 'aspect': 'Ports', 'segment': 'i like the dispersion of ports', 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Ports', 'segment': 'it helps with the ergonomics of your daily usage', 'sentiment': 'positive'}]"
"still , for $ 450 i ' m a huge fan of the screen and the excellent overall build quality .","['DISPLAY', 'LAPTOP']","['GENERAL', 'QUALITY']","['2', '2']","[{'category': 'Design_Features', 'aspect': 'Display', 'segment': 'the screen', 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Laptop', 'segment': 'the excellent overall build quality', 'sentiment': 'positive'}]"
"and even with all of the new competition hitting the market with higher price points , the c302 still offers the best premium chrome os experience at a respectable price .","['LAPTOP', 'OS', 'OS']","['PRICE', 'GENERAL', 'GENERAL']","['2', '2', '2']","[{'category': 'Value', 'aspect': 'Laptop', 'segment': 'the c302 still offers the best premium chrome os experience at a respectable price', 'sentiment': 'positive'}]"
the screen is fantastic .,['DISPLAY'],['GENERAL'],['2'],"[{'category': 'Design_Features', 'aspect': 'Display', 'segment': 'the screen is fantastic', 'sentiment': 'positive'}]"
the mousepad feels very comfortable to use .,['MOUSE'],['USABILITY'],['2'],"[{'category': 'Design_Features', 'aspect': 'Mousepad', 'segment': 'the mousepad feels very comfortable to use', 'sentiment': 'positive'}]"
the battery performance is all it ' s cracked up to be .,['BATTERY'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'Battery', 'segment': ""the battery performance is all it ' s cracked up to be"", 'sentiment': 'positive'}]"
