text,term_true,cat_true,pol_true,analysis,term,cat,pol,seg
hdd makes this laptop very slow .,"['HARD_DISC', 'LAPTOP']","['DESIGN_FEATURES', 'DESIGN_FEATURES']","['0', '0']","[{'category': 'Operation_Performance', 'aspect': 'HDD', 'segment': 'hdd makes this laptop very slow', 'sentiment': 'negative', 'review_id': 628}]",['HDD'],['Operation_Performance'],[0],['hdd makes this laptop very slow']
but asus engineers designed the case and laptop not to be opened by users .,"['LAPTOP', 'LAPTOP']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['0', '0']","[{'category': 'Design_Features', 'aspect': 'Asus Engineers', 'segment': 'Asus engineers designed the case and laptop not to be opened by users', 'sentiment': 'negative', 'review_id': 629}]",['Asus Engineers'],['Design_Features'],[0],['Asus engineers designed the case and laptop not to be opened by users']
there is no backlight and keys are too stiff .,"['KEYBOARD', 'KEYBOARD']","['DESIGN_FEATURES', 'DESIGN_FEATURES']","['0', '0']","[{'category': 'Design_Features', 'aspect': 'Keyboard', 'segment': 'there is no backlight and keys are too stiff', 'sentiment': 'negative', 'review_id': 630}]",['Keyboard'],['Design_Features'],[0],['there is no backlight and keys are too stiff']
i believe it is not healthy to use this keyboard for a long time .,['KEYBOARD'],['MISCELLANEOUS'],['0'],[],[],[],[],[]
linux is mostly compatible with this laptop except fingerprint reader .,['HARDWARE'],['GENERAL'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Linux', 'segment': 'linux is mostly compatible with this laptop', 'sentiment': 'positive', 'review_id': 632}, {'category': 'Design_Features', 'aspect': 'Fingerprint Reader', 'segment': 'except fingerprint reader', 'sentiment': 'negative', 'review_id': 632}]","['Linux', 'Fingerprint Reader']","['Operation_Performance', 'Design_Features']","[2, 0]","['linux is mostly compatible with this laptop', 'except fingerprint reader']"
video converting process with same video file took only 25 minutes with asus vivobook f510ua .,['LAPTOP'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'Video Converting', 'segment': 'video converting process with same video file took only 25 minutes', 'sentiment': 'positive', 'review_id': 633}, {'category': 'Design_Features', 'aspect': 'Asus Vivobook', 'segment': 'with asus vivobook f510ua', 'sentiment': 'positive', 'review_id': 633}]","['Video Converting', 'Asus Vivobook']","['Operation_Performance', 'Design_Features']","[2, 2]","['video converting process with same video file took only 25 minutes', 'with asus vivobook f510ua']"
3 ) you can hear the screen creak .,['DISPLAY'],['QUALITY'],['0'],"[{'category': 'Design_Features', 'aspect': 'Screen', 'segment': 'you can hear the screen creak', 'sentiment': 'negative', 'review_id': 634}]",['Screen'],['Design_Features'],[0],['you can hear the screen creak']
it doesn ' t support a hardwire connection .,['LAPTOP'],['CONNECTIVITY'],['1'],"[{'category': 'Design_Features', 'aspect': 'Connection', 'segment': ""it doesn ' t support a hardwire connection"", 'sentiment': 'negative', 'review_id': 635}]",['Connection'],['Design_Features'],[0],"[""it doesn ' t support a hardwire connection""]"
i have installed no software on it yet it updates something every day and wants to reboot .,['LAPTOP'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Software', 'segment': 'i have installed no software on it yet it updates something every day and wants to reboot', 'sentiment': 'negative', 'review_id': 636}]",['Software'],['Operation_Performance'],[0],['i have installed no software on it yet it updates something every day and wants to reboot']
it just locked up again .,['LAPTOP'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Laptop', 'segment': 'it just locked up again', 'sentiment': 'negative', 'review_id': 637}]",['Laptop'],['Operation_Performance'],[0],['it just locked up again']
did i mention it sounds like a lawn mower ?,['HARD_DISC'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Sound', 'aspect': 'loudness', 'segment': 'did i mention it sounds like a lawn mower ?', 'sentiment': 'negative', 'review_id': 638}]",['loudness'],['Sound'],[0],['did i mention it sounds like a lawn mower ?']
"i will say i do enjoy the screen quality , the wifi is fast on this laptop .",['PORTS'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Design_Features', 'aspect': 'Screen', 'segment': 'i will say i do enjoy the screen quality', 'sentiment': 'positive', 'review_id': 639}, {'category': 'Operation_Performance', 'aspect': 'WiFi', 'segment': 'the wifi is fast on this laptop', 'sentiment': 'positive', 'review_id': 639}]","['Screen', 'WiFi']","['Design_Features', 'Operation_Performance']","[2, 2]","['i will say i do enjoy the screen quality', 'the wifi is fast on this laptop']"
"in all , stay away .",['LAPTOP'],['GENERAL'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'in all', 'segment': 'in all', 'sentiment': 'negative', 'review_id': 640}, {'category': 'Recommendation', 'aspect': 'stay away', 'segment': 'stay away', 'sentiment': 'negative', 'review_id': 640}]","['in all', 'stay away']","['Operation_Performance', 'Recommendation']","[0, 0]","['in all', 'stay away']"
 keyboard is comfortable to use,['KEYBOARD'],['USABILITY'],['2'],[],[],[],[],[]
- finger doesn ' t side smoothly along track pad .,['HARDWARE'],['USABILITY'],['0'],"[{'category': 'Design_Features', 'aspect': 'Trackpad', 'segment': ""finger doesn ' t side smoothly along track pad"", 'sentiment': 'negative', 'review_id': 642}]",['Trackpad'],['Design_Features'],[0],"[""finger doesn ' t side smoothly along track pad""]"
horrible laptop !,['LAPTOP'],['GENERAL'],['0'],[],[],[],[],[]
i had to spend over $ 160 to return it .,['LAPTOP'],['GENERAL'],['0'],"[{'category': 'Price', 'aspect': 'Return', 'segment': 'i had to spend over $ 160 to return it', 'sentiment': 'negative', 'review_id': 644}]",['Return'],['Price'],[0],['i had to spend over $ 160 to return it']
i will never buy an other asus product .,['COMPANY'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Asus', 'segment': 'i will never buy an other asus product', 'sentiment': 'negative', 'review_id': 645}]",['Asus'],['General'],[0],['i will never buy an other asus product']
"it just crashed , dead .","['LAPTOP', 'LAPTOP']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['0', '0']","[{'category': 'Operation_Performance', 'aspect': 'Computer', 'segment': 'it just crashed, dead', 'sentiment': 'negative', 'review_id': 646}]",['Computer'],['Operation_Performance'],[0],"['it just crashed, dead']"
"- the screen looks pretty good , except when viewing anything dark .",['DISPLAY'],['GENERAL'],['2'],[],[],[],[],[]
- the keyboard is awful .,['KEYBOARD'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Keyboard', 'segment': 'the keyboard is awful', 'sentiment': 'negative', 'review_id': 648}]",['Keyboard'],['General'],[0],['the keyboard is awful']
"when i asked asus for a replacement key , they said i ' d have to ship it back to them , which would have left me without a computer for 2 weeks .",['SUPPORT'],['GENERAL'],['1'],"[{'category': 'Customer_Service', 'aspect': 'ASUS', 'segment': ""when i asked asus for a replacement key , they said i ' d have to ship it back to them , which would have left me without a computer for 2 weeks ."", 'sentiment': 'negative', 'review_id': 649}]",['ASUS'],['Customer_Service'],[0],"[""when i asked asus for a replacement key , they said i ' d have to ship it back to them , which would have left me without a computer for 2 weeks .""]"
don ' t buy it .,['LAPTOP'],['GENERAL'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Product', 'segment': ""don ' t buy it"", 'sentiment': 'negative', 'review_id': 650}]",['Product'],['Operation_Performance'],[0],"[""don ' t buy it""]"
after my 3rd boot up it ' s damaged .,['OS'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Boot up', 'segment': 'after my 3rd boot up', 'sentiment': 'negative', 'review_id': 651}, {'category': 'Design_Features', 'aspect': 'Laptop', 'segment': ""it's damaged"", 'sentiment': 'negative', 'review_id': 651}]","['Boot up', 'Laptop']","['Operation_Performance', 'Design_Features']","[0, 0]","['after my 3rd boot up', ""it's damaged""]"
"after a month of use , disk ( c : ) runs at 100 % all the time .",['HARD_DISC'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Disk', 'segment': 'disk ( c : ) runs at 100 % all the time', 'sentiment': 'negative', 'review_id': 652}]",['Disk'],['Operation_Performance'],[0],['disk ( c : ) runs at 100 % all the time']
everything else is very good and i am satisfied,"['LAPTOP', 'LAPTOP']","['GENERAL', 'GENERAL']","['2', '2']","[{'category': 'General', 'aspect': 'everything else', 'segment': 'everything else is very good', 'sentiment': 'positive', 'review_id': 653}, {'category': 'General', 'aspect': 'purchase', 'segment': 'and i am satisfied with the purchase', 'sentiment': 'positive', 'review_id': 653}]","['everything else', 'purchase']","['General', 'General']","[2, 2]","['everything else is very good', 'and i am satisfied with the purchase']"
"do not buy this computer if your plan is to multitask , play an occasional game and / or play music while searching the web .",['LAPTOP'],['GENERAL'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'CPU', 'segment': 'do not buy this computer if your plan is to multitask', 'sentiment': 'negative', 'review_id': 654}, {'category': 'Operation_Performance', 'aspect': 'Games', 'segment': 'play an occasional game', 'sentiment': 'negative', 'review_id': 654}, {'category': 'Sound', 'aspect': 'Music', 'segment': 'play music', 'sentiment': 'negative', 'review_id': 654}, {'category': 'Operation_Performance', 'aspect': 'Web_Browsing', 'segment': 'searching the web', 'sentiment': 'negative', 'review_id': 654}]","['CPU', 'Games', 'Music', 'Web_Browsing']","['Operation_Performance', 'Operation_Performance', 'Sound', 'Operation_Performance']","[0, 0, 0, 0]","['do not buy this computer if your plan is to multitask', 'play an occasional game', 'play music', 'searching the web']"
"this is first impression , 1st day using it",['LAPTOP'],['GENERAL'],['1'],[],[],[],[],[]
overall good laptop .,['LAPTOP'],['GENERAL'],['2'],[],[],[],[],[]
the fingerprint scanner is half jotted and barely works .,['HARDWARE'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Design_Features', 'aspect': 'Fingerprint scanner', 'segment': 'the fingerprint scanner is half jotted and barely works', 'sentiment': 'negative', 'review_id': 657}]",['Fingerprint scanner'],['Design_Features'],[0],['the fingerprint scanner is half jotted and barely works']
one day of use and the screen turns itself off and logs you out whenever it feels to do so .,['DISPLAY'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Design_Features', 'aspect': 'Screen', 'segment': 'the screen turns itself off and logs you out whenever it feels to do so', 'sentiment': 'negative', 'review_id': 658}]",['Screen'],['Design_Features'],[0],['the screen turns itself off and logs you out whenever it feels to do so']
finger print scanner not working whatsoever .,['HARDWARE'],['QUALITY'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Fingerprint scanner', 'segment': 'finger print scanner not working whatsoever', 'sentiment': 'negative', 'review_id': 659}]",['Fingerprint scanner'],['Operation_Performance'],[0],['finger print scanner not working whatsoever']
"with all the great spec hardware in this laptop , why would you put a 5400rpm hard drive in this unit ?","['HARDWARE', 'HARDWARE', 'HARD_DISC']","['GENERAL', 'GENERAL', 'GENERAL']","['2', '2', '0']",[],[],[],[],[]
"poor touch pad , it get stuck .","['HARDWARE', 'HARDWARE']","['GENERAL', 'GENERAL']","['0', '0']","[{'category': 'Design_Features', 'aspect': 'Touch Pad', 'segment': 'poor touch pad', 'sentiment': 'negative', 'review_id': 661}, {'category': 'Operation_Performance', 'aspect': 'Touch Pad', 'segment': 'it get stuck', 'sentiment': 'negative', 'review_id': 661}]","['Touch Pad', 'Touch Pad']","['Design_Features', 'Operation_Performance']","[0, 0]","['poor touch pad', 'it get stuck']"
- the physical case is solid and of a production quality you ' d expect in machine 3 - 5x the price of this machine,['LAPTOP'],['QUALITY'],['2'],"[{'category': 'Design_Features', 'aspect': 'Physical_Case', 'segment': 'the physical case is solid', 'sentiment': 'positive', 'review_id': 662}, {'category': 'Design_Features', 'aspect': 'Production_Quality', 'segment': 'of a production quality', 'sentiment': 'positive', 'review_id': 662}, {'category': 'Price', 'aspect': 'Price', 'segment': '3 - 5x the price of this machine', 'sentiment': 'negative', 'review_id': 662}]","['Physical_Case', 'Production_Quality', 'Price']","['Design_Features', 'Design_Features', 'Price']","[2, 2, 0]","['the physical case is solid', 'of a production quality', '3 - 5x the price of this machine']"
" user interfaces that are tight , responsive","['OS', 'OS']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['2', '2']",[],[],[],[],[]
"all and all , it ' s a light weight , but very robust development stack , that also has the added convenience of cloud9 ' s collaboration features wherein multiple developers can be writing code in even the same file simultaneously .","['OS', 'OS']","['OPERATION_PERFORMANCE', 'DESIGN_FEATURES']","['2', '2']",[],[],[],[],[]
"thus far , i ' ve loaded a number of games , my password vault , several productivity apps , skype , spotify and some network scanning android apps and they ' ve all worked very well .","['SOFTWARE', 'SOFTWARE']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['2', '2']","[{'category': 'Operation_Performance', 'aspect': 'Games', 'segment': ""I've loaded a number of games"", 'sentiment': 'positive', 'review_id': 665}, {'category': 'Operation_Performance', 'aspect': 'Productivity Apps', 'segment': 'several productivity apps', 'sentiment': 'positive', 'review_id': 665}, {'category': 'Design_Features', 'aspect': 'Skype', 'segment': 'Skype', 'sentiment': 'positive', 'review_id': 665}, {'category': 'Design_Features', 'aspect': 'Spotify', 'segment': 'Spotify', 'sentiment': 'positive', 'review_id': 665}, {'category': 'Operation_Performance', 'aspect': 'Android Apps', 'segment': 'some network scanning android apps', 'sentiment': 'positive', 'review_id': 665}]","['Games', 'Productivity Apps', 'Skype', 'Spotify', 'Android Apps']","['Operation_Performance', 'Operation_Performance', 'Design_Features', 'Design_Features', 'Operation_Performance']","[2, 2, 2, 2, 2]","[""I've loaded a number of games"", 'several productivity apps', 'Skype', 'Spotify', 'some network scanning android apps']"
"mouse and trackpad settings are very minimalist , there ' s no way to modify short - cut keys , and the power management options are pretty minimal , too .","['SOFTWARE', 'SOFTWARE', 'SOFTWARE']","['DESIGN_FEATURES', 'DESIGN_FEATURES', 'DESIGN_FEATURES']","['0', '0', '0']","[{'category': 'Design_Features', 'aspect': 'Mouse and Trackpad Settings', 'segment': 'mouse and trackpad settings are very minimalist', 'sentiment': 'negative', 'review_id': 666}, {'category': 'Design_Features', 'aspect': 'Short-cut Keys', 'segment': ""there's no way to modify short-cut keys"", 'sentiment': 'negative', 'review_id': 666}, {'category': 'Operation_Performance', 'aspect': 'Power Management', 'segment': 'power management options are pretty minimal, too', 'sentiment': 'negative', 'review_id': 666}]","['Mouse and Trackpad Settings', 'Short-cut Keys', 'Power Management']","['Design_Features', 'Design_Features', 'Operation_Performance']","[0, 0, 0]","['mouse and trackpad settings are very minimalist', ""there's no way to modify short-cut keys"", 'power management options are pretty minimal, too']"
and the google play store is chock - full of great apps and games .,"['SOFTWARE', 'SOFTWARE']","['DESIGN_FEATURES', 'DESIGN_FEATURES']","['2', '2']",[],[],[],[],[]
it ' s really seamless and smooth to move back and forth and makes experimenting with different linux configs and environments effortless .,"['OS', 'OS', 'OS', 'OS', 'OS', 'OS']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['2', '2', '2', '2', '2', '2']","[{'category': 'Design_Features', 'aspect': 'Laptop', 'segment': ""It's really seamless and smooth to move back and forth"", 'sentiment': 'positive', 'review_id': 668}, {'category': 'Operation_Performance', 'aspect': 'Linux', 'segment': 'and makes experimenting with different linux configs and environments effortless', 'sentiment': 'positive', 'review_id': 668}]","['Laptop', 'Linux']","['Design_Features', 'Operation_Performance']","[2, 2]","[""It's really seamless and smooth to move back and forth"", 'and makes experimenting with different linux configs and environments effortless']"
"you won ' t be disappointed with this great little machine how ever you end up using it , and that versatility is what really makes this machine such a fun and valuable computer .","['LAPTOP', 'LAPTOP', 'LAPTOP', 'LAPTOP', 'LAPTOP', 'LAPTOP']","['GENERAL', 'GENERAL', 'GENERAL', 'GENERAL', 'GENERAL', 'GENERAL']","['2', '2', '2', '2', '2', '2']",[],[],[],[],[]
"for ~ $ 15 you can get a nice , fitted anti - glare screen protector that reduces the fingerprint / glare problems and gives you some piece of mind about protecting that gorgeous screen .","['DISPLAY', 'DISPLAY', 'DISPLAY']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE', 'GENERAL']","['2', '2', '2']","[{'category': 'Design_Features', 'aspect': 'Screen Protector', 'segment': 'for ~ $ 15 you can get a nice , fitted anti - glare screen protector that reduces the fingerprint / glare problems and gives you some piece of mind about protecting that gorgeous screen', 'sentiment': 'positive', 'review_id': 670}]",['Screen Protector'],['Design_Features'],[2],"['for ~ $ 15 you can get a nice , fitted anti - glare screen protector that reduces the fingerprint / glare problems and gives you some piece of mind about protecting that gorgeous screen']"
i saw this c302 was announced at ces and was immediately drawn to it since it has the intel core m3 processor .,"['LAPTOP', 'CPU']","['GENERAL', 'GENERAL']","['2', '2']","[{'category': 'Operation_Performance', 'aspect': 'CPU', 'segment': 'intel core m3 processor', 'sentiment': 'positive', 'review_id': 671}]",['CPU'],['Operation_Performance'],[2],['intel core m3 processor']
"apps like microsoft word , excel , etc run wonderfully .","['SOFTWARE', 'SOFTWARE', 'SOFTWARE']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['2', '2', '2']","[{'category': 'Operation_Performance', 'aspect': 'Apps', 'segment': 'apps like microsoft word, excel, etc run wonderfully', 'sentiment': 'positive', 'review_id': 672}]",['Apps'],['Operation_Performance'],[2],"['apps like microsoft word, excel, etc run wonderfully']"
"for instance , the android youtube app doesn ' t work well at all because it ' s very inconvenient to get videos into full - screen mode .","['SOFTWARE', 'SOFTWARE']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['0', '0']","[{'category': 'Operation_Performance', 'aspect': 'Android Youtube App', 'segment': ""doesn't work well at all"", 'sentiment': 'negative', 'review_id': 673}, {'category': 'Design_Features', 'aspect': 'Full-Screen Mode', 'segment': 'inconvenient to get videos into full-screen mode', 'sentiment': 'negative', 'review_id': 673}]","['Android Youtube App', 'Full-Screen Mode']","['Operation_Performance', 'Design_Features']","[0, 0]","[""doesn't work well at all"", 'inconvenient to get videos into full-screen mode']"
it seems pretty fast .,['LAPTOP'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'CPU', 'segment': 'it seems pretty fast', 'sentiment': 'positive', 'review_id': 674}]",['CPU'],['Operation_Performance'],[2],['it seems pretty fast']
so i ' m very happy and relieved to see it working excellently on the c302 .,"['LAPTOP', 'LAPTOP']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['2', '2']","[{'category': 'Operation_Performance', 'aspect': 'Chromebook', 'segment': ""so i ' m very happy and relieved to see it working excellently on the c302 ."", 'sentiment': 'positive', 'review_id': 675}]",['Chromebook'],['Operation_Performance'],[2],"[""so i ' m very happy and relieved to see it working excellently on the c302 .""]"
this is easily the best overall chromebook out there right now ( under $ 500 ) .,['LAPTOP'],['GENERAL'],['2'],[],[],[],[],[]
* battery * - battery life is great .,"['BATTERY', 'BATTERY']","['GENERAL', 'GENERAL']","['2', '2']","[{'category': 'Design_Features', 'aspect': 'Battery', 'segment': 'battery life is great', 'sentiment': 'positive', 'review_id': 677}]",['Battery'],['Design_Features'],[2],['battery life is great']
the backlight works great and i had no problems using it in the dark .,['KEYBOARD'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Design_Features', 'aspect': 'Backlight', 'segment': 'the backlight works great', 'sentiment': 'positive', 'review_id': 678}, {'category': 'Design_Features', 'aspect': 'Use in the dark', 'segment': 'i had no problems using it in the dark', 'sentiment': 'positive', 'review_id': 678}]","['Backlight', 'Use in the dark']","['Design_Features', 'Design_Features']","[2, 2]","['the backlight works great', 'i had no problems using it in the dark']"
it ' s a nice smooth surface so no tension when gliding across it .,"['LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'DESIGN_FEATURES']","['2', '2']","[{'category': 'Design_Features', 'aspect': 'Surface', 'segment': ""It's a nice smooth surface"", 'sentiment': 'positive', 'review_id': 679}, {'category': 'Design_Features', 'aspect': 'Surface', 'segment': 'so no tension when gliding across it', 'sentiment': 'positive', 'review_id': 679}]","['Surface', 'Surface']","['Design_Features', 'Design_Features']","[2, 2]","[""It's a nice smooth surface"", 'so no tension when gliding across it']"
multi - touch input works great .,['KEYBOARD'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Design_Features', 'aspect': 'Touchscreen', 'segment': 'multi - touch input works great', 'sentiment': 'positive', 'review_id': 680}]",['Touchscreen'],['Design_Features'],[2],['multi - touch input works great']
* build quality * - i ' m really pleased with the overall quality .,"['LAPTOP', 'LAPTOP']","['QUALITY', 'QUALITY']","['2', '2']",[],[],[],[],[]
it ' s light enough to carry pretty much every where .,['LAPTOP'],['PORTABILITY'],['2'],[],[],[],[],[]
"it starts up , runs without issues .",['OS'],['OPERATION_PERFORMANCE'],['1'],"[{'category': 'Operation_Performance', 'aspect': 'Startup', 'segment': 'it starts up', 'sentiment': 'positive', 'review_id': 683}, {'category': 'Operation_Performance', 'aspect': 'Runtime', 'segment': 'runs without issues', 'sentiment': 'positive', 'review_id': 683}]","['Startup', 'Runtime']","['Operation_Performance', 'Operation_Performance']","[2, 2]","['it starts up', 'runs without issues']"
even the speakers are way better than i expected from a 2 in 1 at this price point .,['MULTIMEDIA_DEVICES'],['GENERAL'],['2'],"[{'category': 'Sound', 'aspect': 'Speakers', 'segment': 'even the speakers are way better than i expected from a 2 in 1 at this price point', 'sentiment': 'positive', 'review_id': 684}]",['Speakers'],['Sound'],[2],['even the speakers are way better than i expected from a 2 in 1 at this price point']
"this is finally the chromebook i ' ve been waiting for , that is not a $ 1300 pixel .",['LAPTOP'],['GENERAL'],['2'],"[{'category': 'Price', 'aspect': 'Chromebook', 'segment': 'not a $1300 pixel', 'sentiment': 'positive', 'review_id': 685}]",['Chromebook'],['Price'],[2],['not a $1300 pixel']
 the screen has great contrast and is glossy and sharp,"['DISPLAY', 'DISPLAY', 'DISPLAY']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['2', '2', '2']","[{'category': 'Design_Features', 'aspect': 'Screen', 'segment': 'the screen has great contrast, is glossy, and sharp', 'sentiment': 'positive', 'review_id': 686}]",['Screen'],['Design_Features'],[2],"['the screen has great contrast, is glossy, and sharp']"
- this may be a personal preference but i did wish the screen was a tad bit brighter .,['DISPLAY'],['DESIGN_FEATURES'],['0'],"[{'category': 'Design_Features', 'aspect': 'Screen', 'segment': 'the screen was a tad bit brighter', 'sentiment': 'negative', 'review_id': 687}]",['Screen'],['Design_Features'],[0],['the screen was a tad bit brighter']
overall great chromebook .,['LAPTOP'],['GENERAL'],['2'],[],[],[],[],[]
this is a spectacular chromebook .,['LAPTOP'],['GENERAL'],['2'],[],[],[],[],[]
"it ' s faster , the screen is much nicer , and it has twice the memory and four times the drive space .","['LAPTOP', 'DISPLAY', 'MEMORY', 'HARD_DISC']","['OPERATION_PERFORMANCE', 'DESIGN_FEATURES', 'DESIGN_FEATURES', 'DESIGN_FEATURES']","['2', '2', '2', '2']","[{'category': 'Operation_Performance', 'aspect': 'CPU', 'segment': ""it ' s faster , "", 'sentiment': 'positive', 'review_id': 690}, {'category': 'Design_Features', 'aspect': 'Screen', 'segment': 'the screen is much nicer , ', 'sentiment': 'positive', 'review_id': 690}, {'category': 'Storage', 'aspect': 'Memory', 'segment': 'it has twice the memory ', 'sentiment': 'positive', 'review_id': 690}, {'category': 'Storage', 'aspect': 'Drive', 'segment': 'and four times the drive space .', 'sentiment': 'positive', 'review_id': 690}]","['CPU', 'Screen', 'Memory', 'Drive']","['Operation_Performance', 'Design_Features', 'Storage', 'Storage']","[2, 2, 2, 2]","[""it ' s faster , "", 'the screen is much nicer , ', 'it has twice the memory ', 'and four times the drive space .']"
"the core m3 processor allows the c302 to be fanless , as well , adding to the sleek design .",['LAPTOP'],['DESIGN_FEATURES'],['2'],"[{'category': 'Design_Features', 'aspect': 'Chromebook', 'segment': 'the core m3 processor allows the c302 to be fanless, as well, adding to the sleek design.', 'sentiment': 'positive', 'review_id': 691}]",['Chromebook'],['Design_Features'],[2],"['the core m3 processor allows the c302 to be fanless, as well, adding to the sleek design.']"
"it ' s a real timesaver , honestly .",['DISPLAY'],['USABILITY'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'Time', 'segment': ""it ' s a real timesaver , "", 'sentiment': 'positive', 'review_id': 692}]",['Time'],['Operation_Performance'],[2],"[""it ' s a real timesaver , ""]"
i find the display sharp and touch responsive to be quite excellent .,"['DISPLAY', 'KEYBOARD', 'KEYBOARD']","['DESIGN_FEATURES', 'OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['2', '2', '2']","[{'category': 'Design_Features', 'aspect': 'Display', 'segment': 'i find the display sharp', 'sentiment': 'positive', 'review_id': 693}, {'category': 'Design_Features', 'aspect': 'Touch', 'segment': 'and touch responsive to be quite excellent', 'sentiment': 'positive', 'review_id': 693}]","['Display', 'Touch']","['Design_Features', 'Design_Features']","[2, 2]","['i find the display sharp', 'and touch responsive to be quite excellent']"
at the end of the day i think it is worth the extra cost if you are looking for a premium product feel .,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'Value', 'aspect': 'Extra Cost', 'segment': 'i think it is worth the extra cost', 'sentiment': 'positive', 'review_id': 694}, {'category': 'Design_Features', 'aspect': 'Product', 'segment': 'if you are looking for a premium product', 'sentiment': 'positive', 'review_id': 694}, {'category': 'Operation_Performance', 'aspect': 'Product', 'segment': 'feel', 'sentiment': 'positive', 'review_id': 694}]","['Extra Cost', 'Product', 'Product']","['Value', 'Design_Features', 'Operation_Performance']","[2, 2, 2]","['i think it is worth the extra cost', 'if you are looking for a premium product', 'feel']"
"- nice , bright screen ( touchscreen , too ! )","['DISPLAY', 'DISPLAY', 'DISPLAY', 'DISPLAY']","['DESIGN_FEATURES', 'DESIGN_FEATURES', 'DESIGN_FEATURES', 'DESIGN_FEATURES']","['2', '2', '2', '2']",[],[],[],[],[]
battery doesn ' t last nearly as long as advertised .,['BATTERY'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Battery', 'segment': ""battery doesn ' t last nearly as long as advertised"", 'sentiment': 'negative', 'review_id': 696}]",['Battery'],['Operation_Performance'],[0],"[""battery doesn ' t last nearly as long as advertised""]"
this is a very cleverly designed and fast machine .,"['LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'OPERATION_PERFORMANCE']","['2', '2']","[{'category': 'Design_Features', 'aspect': 'Machine', 'segment': 'this is a very cleverly designed and fast machine', 'sentiment': 'positive', 'review_id': 697}]",['Machine'],['Design_Features'],[2],['this is a very cleverly designed and fast machine']
operational speed - - likely the fastest laptop i have ever used ( for basic functions ) .,['LAPTOP'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'Operational_Speed', 'segment': 'likely the fastest laptop i have ever used ( for basic functions )', 'sentiment': 'positive', 'review_id': 698}]",['Operational_Speed'],['Operation_Performance'],[2],['likely the fastest laptop i have ever used ( for basic functions )']
edit 2 : 8 months in and everything is working great .,['LAPTOP'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'Everything', 'segment': 'everything is working great', 'sentiment': 'positive', 'review_id': 699}]",['Everything'],['Operation_Performance'],[2],['everything is working great']
- trackpad isn ' t the best .,['HARDWARE'],['OPERATION_PERFORMANCE'],['1'],"[{'category': 'Design_Features', 'aspect': 'Trackpad', 'segment': ""trackpad isn't the best"", 'sentiment': 'negative', 'review_id': 700}]",['Trackpad'],['Design_Features'],[0],"[""trackpad isn't the best""]"
