text,term_true,cat_true,pol_true,analysis,term,cat,pol,seg
the price was right too .,['RESTAURANT'],['PRICES'],['2'],"[{'category': 'Prices', 'aspect': 'Restaurant', 'segment': 'the price was right', 'sentiment': 'positive', 'review_id': 464}]",['Restaurant'],['Prices'],[2],['the price was right']
i ' d go back there in a heartbeat .,['RESTAURANT'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': ""i ' d go back there in a heartbeat"", 'sentiment': 'positive', 'review_id': 465}]",['Restaurant'],['General'],[2],"[""i ' d go back there in a heartbeat""]"
well i guess it ' s hard to be seated when one is invisible to the staff .,['SERVICE'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Service', 'segment': ""it ' s hard to be seated when one is invisible to the staff"", 'sentiment': 'negative', 'review_id': 466}]",['Service'],['General'],[0],"[""it ' s hard to be seated when one is invisible to the staff""]"
once seated it took about 30 minutes to finally get the meal .,['SERVICE'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Service', 'segment': 'once seated it took about 30 minutes to finally get the meal', 'sentiment': 'negative', 'review_id': 467}]",['Service'],['General'],[0],['once seated it took about 30 minutes to finally get the meal']
the prior reviews said kid friendly . . . give me a break with two young children that is light years .,['RESTAURANT'],['MISCELLANEOUS'],['0'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': 'prior reviews said kid friendly', 'sentiment': 'neutral', 'review_id': 468}, {'category': 'General', 'aspect': 'Restaurant', 'segment': 'give me a break with two young children that is light years', 'sentiment': 'negative', 'review_id': 468}]","['Restaurant', 'Restaurant']","['General', 'General']","[1, 0]","['prior reviews said kid friendly', 'give me a break with two young children that is light years']"
it was decent but nothing exceptional .,"['FOOD', 'FOOD']","['QUALITY', 'QUALITY']","['2', '1']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'decent', 'sentiment': 'positive', 'review_id': 469}, {'category': 'Quality', 'aspect': 'Food', 'segment': 'nothing exceptional', 'sentiment': 'neutral', 'review_id': 469}]","['Food', 'Food']","['Quality', 'Quality']","[2, 1]","['decent', 'nothing exceptional']"
the place is the next best thing to my moms cooking .,['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': 'the place is the next best thing to my moms cooking', 'sentiment': 'positive', 'review_id': 470}]",['Food'],['Quality'],[2],['the place is the next best thing to my moms cooking']
way over - rated ! ! ! !,['RESTAURANT'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': 'way over-rated', 'sentiment': 'negative', 'review_id': 471}]",['Restaurant'],['General'],[0],['way over-rated']
10 !,['RESTAURANT'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': '10 !', 'sentiment': 'positive', 'review_id': 472}]",['Restaurant'],['General'],[2],['10 !']
cut to the chase - this is amazing !,['RESTAURANT'],['GENERAL'],['2'],"[{'category': 'Quality', 'aspect': 'Restaurant', 'segment': 'this is amazing', 'sentiment': 'positive', 'review_id': 473}]",['Restaurant'],['Quality'],[2],['this is amazing']
it ' s unpretentious and underground .,['AMBIENCE'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': ""it ' s unpretentious"", 'sentiment': 'positive', 'review_id': 474}, {'category': 'General', 'aspect': 'Restaurant', 'segment': ""it ' s underground"", 'sentiment': 'positive', 'review_id': 474}]","['Restaurant', 'Restaurant']","['General', 'General']","[2, 2]","[""it ' s unpretentious"", ""it ' s underground""]"
"it ' s fresh , welcoming , delicious , and relaxing .","['FOOD', 'FOOD', 'AMBIENCE', 'AMBIENCE']","['QUALITY', 'QUALITY', 'GENERAL', 'GENERAL']","['2', '2', '2', '2']","[{'category': 'General', 'aspect': 'Restaurant', 'segment': ""it ' s fresh"", 'sentiment': 'positive', 'review_id': 475}, {'category': 'General', 'aspect': 'Restaurant', 'segment': 'welcoming', 'sentiment': 'positive', 'review_id': 475}, {'category': 'Quality', 'aspect': 'Food', 'segment': 'delicious', 'sentiment': 'positive', 'review_id': 475}, {'category': 'General', 'aspect': 'Restaurant', 'segment': 'relaxing', 'sentiment': 'positive', 'review_id': 475}]","['Restaurant', 'Restaurant', 'Food', 'Restaurant']","['General', 'General', 'Quality', 'General']","[2, 2, 2, 2]","[""it ' s fresh"", 'welcoming', 'delicious', 'relaxing']"
i went here on a recommendation and will surely return time and time again .,['RESTAURANT'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': 'i went here on a recommendation', 'sentiment': 'positive', 'review_id': 476}, {'category': 'General', 'aspect': 'Restaurant', 'segment': 'i will surely return time and time again', 'sentiment': 'positive', 'review_id': 476}]","['Restaurant', 'Restaurant']","['General', 'General']","[2, 2]","['i went here on a recommendation', 'i will surely return time and time again']"
what a find !,['RESTAURANT'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': 'what a find !', 'sentiment': 'positive', 'review_id': 477}]",['Restaurant'],['General'],[2],['what a find !']
well worth it,['RESTAURANT'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': 'well worth it for the experience and the food', 'sentiment': 'positive', 'review_id': 478}]",['Restaurant'],['General'],[2],['well worth it for the experience and the food']
good for late night dining ( last minute planning ) without reservations .,['RESTAURANT'],['MISCELLANEOUS'],['2'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': 'good for late night dining', 'sentiment': 'positive', 'review_id': 479}, {'category': 'General', 'aspect': 'Restaurant', 'segment': 'good for last minute planning', 'sentiment': 'positive', 'review_id': 479}]","['Restaurant', 'Restaurant']","['General', 'General']","[2, 2]","['good for late night dining', 'good for last minute planning']"
love it every time,['RESTAURANT'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': 'love it every time i come here', 'sentiment': 'positive', 'review_id': 480}]",['Restaurant'],['General'],[2],['love it every time i come here']
never had one single problem there .,['RESTAURANT'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': 'never had one single problem there', 'sentiment': 'positive', 'review_id': 481}]",['Restaurant'],['General'],[2],['never had one single problem there']
seafood plus,['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': 'seafood plus steak equals a good time', 'sentiment': 'positive', 'review_id': 482}]",['Food'],['Quality'],[2],['seafood plus steak equals a good time']
– this was great dining experience .,['RESTAURANT'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': 'this was great dining experience', 'sentiment': 'positive', 'review_id': 483}]",['Restaurant'],['General'],[2],['this was great dining experience']
"if you ' re going to see danny gans or just staying at the mirage , do n ' t miss this one .",['RESTAURANT'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': ""if you ' re going to see danny gans or just staying at the mirage , do n ' t miss this one"", 'sentiment': 'positive', 'review_id': 484}]",['Restaurant'],['General'],[2],"[""if you ' re going to see danny gans or just staying at the mirage , do n ' t miss this one""]"
completely over rated !,['RESTAURANT'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': 'completely over rated', 'sentiment': 'negative', 'review_id': 485}]",['Restaurant'],['General'],[0],['completely over rated']
"even then , the order was not correct and we were still waiting for a couple items .",['SERVICE'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Service', 'segment': 'order was not correct', 'sentiment': 'negative', 'review_id': 486}, {'category': 'General', 'aspect': 'Service', 'segment': 'we were still waiting for a couple items', 'sentiment': 'negative', 'review_id': 486}]","['Service', 'Service']","['General', 'General']","[0, 0]","['order was not correct', 'we were still waiting for a couple items']"
we had a very hard time getting the waitress ' attention and finally had to get up and go inside to speak to a manager .,['SERVICE'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Service', 'segment': ""we had a very hard time getting the waitress ' attention"", 'sentiment': 'negative', 'review_id': 487}, {'category': 'General', 'aspect': 'Service', 'segment': 'we had to get up and go inside to speak to a manager', 'sentiment': 'negative', 'review_id': 487}]","['Service', 'Service']","['General', 'General']","[0, 0]","[""we had a very hard time getting the waitress ' attention"", 'we had to get up and go inside to speak to a manager']"
as it turns out the owner was seated right next to us and when he came over to check on our problems was very dismissive and offered a token 20 % discount on our bill .,['SERVICE'],['GENERAL'],['0'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': 'problems', 'sentiment': 'negative', 'review_id': 488}, {'category': 'General', 'aspect': 'Service', 'segment': 'owner was very dismissive', 'sentiment': 'negative', 'review_id': 488}, {'category': 'Prices', 'aspect': 'Restaurant', 'segment': 'offered a token 20 % discount', 'sentiment': 'negative', 'review_id': 488}]","['Food', 'Service', 'Restaurant']","['Quality', 'General', 'Prices']","[0, 0, 0]","['problems', 'owner was very dismissive', 'offered a token 20 % discount']"
"when the bill came , he only took the discount off the food and not the drinks .",['SERVICE'],['GENERAL'],['0'],"[{'category': 'Prices', 'aspect': 'Restaurant', 'segment': 'when the bill came , he only took the discount off the food and not the drinks', 'sentiment': 'negative', 'review_id': 489}]",['Restaurant'],['Prices'],[0],"['when the bill came , he only took the discount off the food and not the drinks']"
it was clear he didn ’ t really care .,['SERVICE'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Service', 'segment': ""it was clear he didn't really care"", 'sentiment': 'negative', 'review_id': 490}]",['Service'],['General'],[0],"[""it was clear he didn't really care""]"
– save yourself the waste of time & do not visit .,['RESTAURANT'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': 'save yourself the waste of time & do not visit', 'sentiment': 'negative', 'review_id': 491}]",['Restaurant'],['General'],[0],['save yourself the waste of time & do not visit']
after sitting there with my empty glass for over 20 minutes i left .,['SERVICE'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Service', 'segment': 'after sitting there with my empty glass for over 20 minutes', 'sentiment': 'negative', 'review_id': 492}]",['Service'],['General'],[0],['after sitting there with my empty glass for over 20 minutes']
i went home & looked them up online again where i discovered there is a link for a give away that does n ' t work so emailed the restaurant about the non existent service & deceptive link .,['RESTAURANT'],['MISCELLANEOUS'],['0'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': ""i discovered there is a link for a give away that does n ' t work"", 'sentiment': 'negative', 'review_id': 493}, {'category': 'General', 'aspect': 'Service', 'segment': 'emailed the restaurant about the non existent service', 'sentiment': 'negative', 'review_id': 493}]","['Restaurant', 'Service']","['General', 'General']","[0, 0]","[""i discovered there is a link for a give away that does n ' t work"", 'emailed the restaurant about the non existent service']"
i never heard back from anyone more than a month ago .,['RESTAURANT'],['MISCELLANEOUS'],['0'],"[{'category': 'General', 'aspect': 'Service', 'segment': 'i never heard back from anyone', 'sentiment': 'negative', 'review_id': 494}]",['Service'],['General'],[0],['i never heard back from anyone']
after sitting at the bar for over 20 minutes the bar keep had made only 2 drinks & kept telling us she ' d be right with us .,['SERVICE'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Service', 'segment': 'after sitting at the bar for over 20 minutes the bar keep had made only 2 drinks', 'sentiment': 'negative', 'review_id': 495}, {'category': 'General', 'aspect': 'Service', 'segment': ""kept telling us she ' d be right with us"", 'sentiment': 'negative', 'review_id': 495}]","['Service', 'Service']","['General', 'General']","[0, 0]","['after sitting at the bar for over 20 minutes the bar keep had made only 2 drinks', ""kept telling us she ' d be right with us""]"
as of writing this i just tried their give away a link again & it still does n ' t work .,['RESTAURANT'],['MISCELLANEOUS'],['0'],"[{'category': 'Quality', 'aspect': 'Website', 'segment': ""give away a link does n't work"", 'sentiment': 'negative', 'review_id': 496}]",['Website'],['Quality'],[0],"[""give away a link does n't work""]"
always a winner .,['RESTAURANT'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': 'always a winner', 'sentiment': 'positive', 'review_id': 497}]",['Restaurant'],['General'],[2],['always a winner']
she does n ' t make you feel welcome and treats you like an annoyance .,['SERVICE'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Service', 'segment': ""she does n't make you feel welcome"", 'sentiment': 'negative', 'review_id': 498}, {'category': 'General', 'aspect': 'Service', 'segment': 'treats you like an annoyance', 'sentiment': 'negative', 'review_id': 498}]","['Service', 'Service']","['General', 'General']","[0, 0]","[""she does n't make you feel welcome"", 'treats you like an annoyance']"
"but she is very friendly with certain people , making it even more annoying .",['SERVICE'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Service', 'segment': 'she is very friendly with certain people', 'sentiment': 'positive', 'review_id': 499}, {'category': 'General', 'aspect': 'Service', 'segment': 'making it even more annoying', 'sentiment': 'negative', 'review_id': 499}]","['Service', 'Service']","['General', 'General']","[2, 0]","['she is very friendly with certain people', 'making it even more annoying']"
management should really take notice and train their waitstaff and teach them some proper manners .,"['SERVICE', 'SERVICE']","['GENERAL', 'GENERAL']","['0', '0']","[{'category': 'General', 'aspect': 'Service', 'segment': 'management should really take notice', 'sentiment': 'negative', 'review_id': 500}, {'category': 'General', 'aspect': 'Service', 'segment': 'train their waitstaff', 'sentiment': 'negative', 'review_id': 500}, {'category': 'General', 'aspect': 'Service', 'segment': 'teach them some proper manners', 'sentiment': 'negative', 'review_id': 500}]","['Service', 'Service', 'Service']","['General', 'General', 'General']","[0, 0, 0]","['management should really take notice', 'train their waitstaff', 'teach them some proper manners']"
they have been featured on the food network and they deserve it .,['RESTAURANT'],['MISCELLANEOUS'],['2'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': 'they have been featured on the food network and they deserve it', 'sentiment': 'positive', 'review_id': 501}]",['Food'],['Quality'],[2],['they have been featured on the food network and they deserve it']
does n ' t get any better than that .,['RESTAURANT'],['GENERAL'],['2'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': ""does n ' t get any better than that"", 'sentiment': 'positive', 'review_id': 502}]",['Food'],['Quality'],[2],"[""does n ' t get any better than that""]"
you can easily hear him though so it was a pleasant sound and not overbearing .,['AMBIENCE'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Sound', 'segment': 'you can easily hear him though so it was a pleasant sound', 'sentiment': 'positive', 'review_id': 503}, {'category': 'General', 'aspect': 'Sound', 'segment': 'not overbearing', 'sentiment': 'positive', 'review_id': 503}]","['Sound', 'Sound']","['General', 'General']","[2, 2]","['you can easily hear him though so it was a pleasant sound', 'not overbearing']"
not too fine thought that you feel uncomfortable and have to dress up .,['AMBIENCE'],['GENERAL'],['2'],"[{'category': 'Style_Options', 'aspect': 'Restaurant', 'segment': 'not too fine thought that you feel uncomfortable and have to dress up', 'sentiment': 'negative', 'review_id': 504}]",['Restaurant'],['Style_Options'],[0],['not too fine thought that you feel uncomfortable and have to dress up']
"first off , the food came fast and all together : ) i like that . . . i hate the pretentiousness of things coming in one after the other .",['SERVICE'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Service', 'segment': 'the food came fast and all together', 'sentiment': 'positive', 'review_id': 505}, {'category': 'General', 'aspect': 'Service', 'segment': 'i hate the pretentiousness of things coming in one after the other', 'sentiment': 'negative', 'review_id': 505}]","['Service', 'Service']","['General', 'General']","[2, 0]","['the food came fast and all together', 'i hate the pretentiousness of things coming in one after the other']"
yummy .,['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': 'yummy', 'sentiment': 'positive', 'review_id': 506}]",['Food'],['Quality'],[2],['yummy']
not chewy at all .,['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': 'not chewy at all', 'sentiment': 'positive', 'review_id': 507}]",['Food'],['Quality'],[2],['not chewy at all']
for desert we had the mango ginger creme brulee . . . oh la la yummy ! ! !,['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': 'mango ginger creme brulee', 'sentiment': 'positive', 'review_id': 508}]",['Food'],['Quality'],[2],['mango ginger creme brulee']
melt in your mouth .,['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': 'melt in your mouth', 'sentiment': 'positive', 'review_id': 509}]",['Food'],['Quality'],[2],['melt in your mouth']
we are for sure coming back to this restaurant .,['RESTAURANT'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': 'we are for sure coming back to this restaurant', 'sentiment': 'positive', 'review_id': 510}]",['Restaurant'],['General'],[2],['we are for sure coming back to this restaurant']
"it is sad there is not many people who frequent eating at places like these that look pricey because they are at the hotel . . . but they are definitely one you dont want to miss , esp if your in downtown san jose .",['RESTAURANT'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': 'sad there is not many people who frequent eating at places like these that look pricey because they are at the hotel', 'sentiment': 'negative', 'review_id': 511}, {'category': 'General', 'aspect': 'Restaurant', 'segment': 'but they are definitely one you dont want to miss , esp if your in downtown san jose', 'sentiment': 'positive', 'review_id': 511}]","['Restaurant', 'Restaurant']","['General', 'General']","[0, 2]","['sad there is not many people who frequent eating at places like these that look pricey because they are at the hotel', 'but they are definitely one you dont want to miss , esp if your in downtown san jose']"
we easily spent more than $ 40 per person ( not including alcohol ) and were still hungry .,"['RESTAURANT', 'FOOD']","['PRICES', 'STYLE_OPTIONS']","['0', '0']","[{'category': 'Prices', 'aspect': 'Restaurant', 'segment': 'we easily spent more than $ 40 per person', 'sentiment': 'negative', 'review_id': 512}, {'category': 'Quality', 'aspect': 'Food', 'segment': 'were still hungry', 'sentiment': 'negative', 'review_id': 512}]","['Restaurant', 'Food']","['Prices', 'Quality']","[0, 0]","['we easily spent more than $ 40 per person', 'were still hungry']"
i ' m astonished that this restaurant is categorized as $ $ $ rather than $ $ $ $ .,['RESTAURANT'],['PRICES'],['0'],"[{'category': 'Prices', 'aspect': 'Restaurant', 'segment': ""i ' m astonished that this restaurant is categorized as $ $ $ rather than $ $ $ $"", 'sentiment': 'negative', 'review_id': 513}]",['Restaurant'],['Prices'],[0],"[""i ' m astonished that this restaurant is categorized as $ $ $ rather than $ $ $ $""]"
we put out name down and although there were open tables we were told that it ' d be a 30 minute wait .,['SERVICE'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': ""we put out name down and although there were open tables we were told that it ' d be a 30 minute wait"", 'sentiment': 'negative', 'review_id': 514}]",['Restaurant'],['General'],[0],"[""we put out name down and although there were open tables we were told that it ' d be a 30 minute wait""]"
"we went back to the restaurant and low and behold , we were seated at one of the tables that was available 30 minutes ago ! !",['SERVICE'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': 'we were seated at one of the tables that was available 30 minutes ago', 'sentiment': 'positive', 'review_id': 515}]",['Restaurant'],['General'],[2],['we were seated at one of the tables that was available 30 minutes ago']
none that i can think of .,['RESTAURANT'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': 'none that i can think of', 'sentiment': 'neutral', 'review_id': 516}]",['Restaurant'],['General'],[1],['none that i can think of']
"we put in our order and although we ordered 4 appetizers , the food did n ' t arrive until 45 minutes later . . . with our main course .",['SERVICE'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Service', 'segment': ""food did n't arrive until 45 minutes later"", 'sentiment': 'negative', 'review_id': 517}]",['Service'],['General'],[0],"[""food did n't arrive until 45 minutes later""]"
um so now what are appetizers for ? ? ?,['SERVICE'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': 'um so now what are appetizers for ? ? ?', 'sentiment': 'neutral', 'review_id': 518}]",['Restaurant'],['General'],[1],['um so now what are appetizers for ? ? ?']
oh i forgot to mention that they do n ' t have bread service .,['SERVICE'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Service', 'segment': ""they do n't have bread service"", 'sentiment': 'negative', 'review_id': 519}]",['Service'],['General'],[0],"[""they do n't have bread service""]"
"my wife also ordered a teapot of hot water ( she had a sore throat ) and i guess that since it was only water , it was n ' t a priority for them to actually bring it .",['SERVICE'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Service', 'segment': ""it was n't a priority for them to actually bring it"", 'sentiment': 'negative', 'review_id': 520}]",['Service'],['General'],[0],"[""it was n't a priority for them to actually bring it""]"
"in other words , if they are n ' t making $ $ off of you then you do n ' t rate high on their ' service scale ' .",['SERVICE'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Service', 'segment': ""if they are n't making $ $ off of you then you do n't rate high on their ' service scale '"", 'sentiment': 'negative', 'review_id': 521}]",['Service'],['General'],[0],"[""if they are n't making $ $ off of you then you do n't rate high on their ' service scale '""]"
its great if you spent the day there and did n ' t want to drive to eat .,['LOCATION'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Location', 'segment': ""its great if you spent the day there and did n ' t want to drive to eat"", 'sentiment': 'positive', 'review_id': 522}]",['Location'],['General'],[2],"[""its great if you spent the day there and did n ' t want to drive to eat""]"
"parking is reasonably good , they have their own lot and you can park in the park nearby .",['RESTAURANT'],['MISCELLANEOUS'],['2'],"[{'category': 'General', 'aspect': 'Location', 'segment': 'parking is reasonably good', 'sentiment': 'positive', 'review_id': 523}, {'category': 'General', 'aspect': 'Location', 'segment': 'they have their own lot and you can park in the park nearby', 'sentiment': 'positive', 'review_id': 523}]","['Location', 'Location']","['General', 'General']","[2, 2]","['parking is reasonably good', 'they have their own lot and you can park in the park nearby']"
always good .,['RESTAURANT'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': 'always good', 'sentiment': 'positive', 'review_id': 524}]",['Restaurant'],['General'],[2],['always good']
6pm on a sat before a broadway play and we were quickly seated and served .,['SERVICE'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Service', 'segment': 'we were quickly seated and served', 'sentiment': 'positive', 'review_id': 525}]",['Service'],['General'],[2],['we were quickly seated and served']
"as part of a small party of four , our food was dropped off without comment ;",['SERVICE'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Service', 'segment': 'food was dropped off without comment', 'sentiment': 'negative', 'review_id': 526}]",['Service'],['General'],[0],['food was dropped off without comment']
any further needs we may have had could not have been met since no one stopped by the table .,['SERVICE'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Service', 'segment': 'no one stopped by the table', 'sentiment': 'negative', 'review_id': 527}]",['Service'],['General'],[0],['no one stopped by the table']
"when we finally were able to flag someone down , it was someone entirely different from the person who had dropped off the food , who was also not the same person who had taken our order .",['SERVICE'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Service', 'segment': 'we finally were able to flag someone down', 'sentiment': 'neutral', 'review_id': 528}, {'category': 'General', 'aspect': 'Service', 'segment': 'it was someone entirely different from the person who had dropped off the food , who was also not the same person who had taken our order', 'sentiment': 'negative', 'review_id': 528}]","['Service', 'Service']","['General', 'General']","[1, 0]","['we finally were able to flag someone down', 'it was someone entirely different from the person who had dropped off the food , who was also not the same person who had taken our order']"
a brief conversation with the manager at the end of the meal was the greatest disappointment - - to say we had been ` ` blown off ' ' would be an understatement .,['SERVICE'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Service', 'segment': 'a brief conversation with the manager at the end of the meal', 'sentiment': 'negative', 'review_id': 529}, {'category': 'General', 'aspect': 'Service', 'segment': ""to say we had been ` ` blown off ' ' would be an understatement"", 'sentiment': 'negative', 'review_id': 529}]","['Service', 'Service']","['General', 'General']","[0, 0]","['a brief conversation with the manager at the end of the meal', ""to say we had been ` ` blown off ' ' would be an understatement""]"
"the manager continually interrupted with ` ` is there anything else i can do for you ? ` ` , a strange comment because she had hardly listened , let alone responded to our expression of disappointment at our experience .",['SERVICE'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Service', 'segment': 'the manager continually interrupted', 'sentiment': 'negative', 'review_id': 530}, {'category': 'General', 'aspect': 'Service', 'segment': 'she had hardly listened', 'sentiment': 'negative', 'review_id': 530}, {'category': 'General', 'aspect': 'Service', 'segment': 'let alone responded to our expression of disappointment', 'sentiment': 'negative', 'review_id': 530}]","['Service', 'Service', 'Service']","['General', 'General', 'General']","[0, 0, 0]","['the manager continually interrupted', 'she had hardly listened', 'let alone responded to our expression of disappointment']"
"she promised to speak to the waitress who had flown off in a rage , but we could hardly take her promise seriously , seeing as she had n ' t bothered to get the waitresses name .",['SERVICE'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Service', 'segment': 'promised to speak to the waitress', 'sentiment': 'neutral', 'review_id': 531}, {'category': 'General', 'aspect': 'Service', 'segment': 'waitress had flown off in a rage', 'sentiment': 'negative', 'review_id': 531}, {'category': 'General', 'aspect': 'Service', 'segment': ""she had n't bothered to get the waitresses name"", 'sentiment': 'negative', 'review_id': 531}]","['Service', 'Service', 'Service']","['General', 'General', 'General']","[1, 0, 0]","['promised to speak to the waitress', 'waitress had flown off in a rage', ""she had n't bothered to get the waitresses name""]"
"in short , schooner or later could n ' t have cared less about our being at their establishment .",['SERVICE'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Service', 'segment': ""schooner or later could n't have cared less about our being at their establishment"", 'sentiment': 'negative', 'review_id': 532}]",['Service'],['General'],[0],"[""schooner or later could n't have cared less about our being at their establishment""]"
you are with a hot date and he / she has an urge for sushi . . . then this might be the place .,['FOOD'],['QUALITY'],['2'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': 'this might be the place', 'sentiment': 'positive', 'review_id': 533}]",['Restaurant'],['General'],[2],['this might be the place']
and they give good quantity for the price .,"['FOOD', 'FOOD']","['STYLE_OPTIONS', 'PRICES']","['2', '2']","[{'category': 'Prices', 'aspect': 'Food', 'segment': 'they give good quantity for the price', 'sentiment': 'positive', 'review_id': 534}]",['Food'],['Prices'],[2],['they give good quantity for the price']
we were only in seattle for one night and i ' m so glad we picked rays for dinner !,['RESTAURANT'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': 'we picked rays for dinner', 'sentiment': 'positive', 'review_id': 535}]",['Restaurant'],['General'],[2],['we picked rays for dinner']
this is the case at this gem .,['RESTAURANT'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': 'this is the case at this gem', 'sentiment': 'negative', 'review_id': 536}]",['Restaurant'],['General'],[0],['this is the case at this gem']
you ca n ' t go wrong here .,['RESTAURANT'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': ""you ca n't go wrong here"", 'sentiment': 'positive', 'review_id': 537}]",['Restaurant'],['General'],[2],"[""you ca n't go wrong here""]"
"seriously , you ca n ' t go wrong , if it is unpretentious local fun you seek .",['AMBIENCE'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': ""you ca n ' t go wrong"", 'sentiment': 'positive', 'review_id': 538}, {'category': 'General', 'aspect': 'Restaurant', 'segment': 'unpretentious local fun', 'sentiment': 'positive', 'review_id': 538}]","['Restaurant', 'Restaurant']","['General', 'General']","[2, 2]","[""you ca n ' t go wrong"", 'unpretentious local fun']"
my mouth felt very dry afterwards and i had that signature ? msg ? taste lingering in my throat after i left the restaurant .,['FOOD'],['QUALITY'],['0'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': 'my mouth felt very dry afterwards', 'sentiment': 'negative', 'review_id': 539}, {'category': 'Quality', 'aspect': 'Food', 'segment': 'i had that signature ? msg ? taste lingering in my throat after i left the restaurant', 'sentiment': 'negative', 'review_id': 539}]","['Food', 'Food']","['Quality', 'Quality']","[0, 0]","['my mouth felt very dry afterwards', 'i had that signature ? msg ? taste lingering in my throat after i left the restaurant']"
